UUID,Date_Local,Time_Local,AGE_BL,ANG_ES,ANX_ES,EMB_ES,GENDER_BL,GUIL_ES,SAD_ES,SUPR_ES,dataset
9c6a7966-d033-4574-8e33-2f4fa9e2486d,1/11/2015,11:05:00,30,0.0,22.0,2.0,2,0.0,7.0,15.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,1/11/2015,12:02:00,30,1.0,25.0,9.0,2,13.0,5.0,20.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,1/11/2015,13:10:00,30,25.0,39.0,0.0,2,0.0,5.0,9.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,1/11/2015,14:31:00,30,16.0,32.0,7.0,2,3.0,14.0,19.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,1/11/2015,16:11:00,30,0.0,29.0,2.0,2,2.0,0.0,15.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,1/11/2015,17:07:00,30,0.0,37.0,6.0,2,9.0,5.0,28.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,1/11/2015,18:42:00,30,7.0,25.0,3.0,2,0.0,0.0,16.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,1/11/2015,19:47:00,30,2.0,36.0,0.0,2,1.0,9.0,39.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,1/11/2015,20:48:00,30,0.0,20.0,20.0,2,26.0,1.0,9.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,2/11/2015,9:00:00,30,17.0,37.0,4.0,2,10.0,0.0,9.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,2/11/2015,10:13:00,30,0.0,39.0,0.0,2,3.0,0.0,19.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,2/11/2015,11:47:00,30,0.0,26.0,0.0,2,0.0,20.0,23.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,2/11/2015,13:00:00,30,0.0,30.0,7.0,2,4.0,0.0,28.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,2/11/2015,14:11:00,30,0.0,35.0,7.0,2,13.0,0.0,12.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,2/11/2015,15:49:00,30,,,,2,,,,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,2/11/2015,16:45:00,30,7.0,31.0,7.0,2,8.0,8.0,17.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,2/11/2015,17:39:00,30,11.0,38.0,2.0,2,0.0,0.0,16.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,2/11/2015,18:22:00,30,11.0,32.0,4.0,2,3.0,9.0,29.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,2/11/2015,19:52:00,30,9.0,13.0,10.0,2,1.0,12.0,4.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,2/11/2015,20:41:00,30,22.0,36.0,2.0,2,12.0,16.0,13.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,3/11/2015,9:00:00,30,0.0,36.0,4.0,2,10.0,17.0,21.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,3/11/2015,10:26:00,30,0.0,19.0,17.0,2,17.0,25.0,32.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,3/11/2015,11:57:00,30,26.0,28.0,18.0,2,15.0,8.0,40.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,3/11/2015,12:59:00,30,25.0,28.0,2.0,2,5.0,14.0,27.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,3/11/2015,14:14:00,30,4.0,65.0,6.0,2,2.0,0.0,3.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,3/11/2015,15:31:00,30,,,,2,,,,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,3/11/2015,16:36:00,30,5.0,23.0,11.0,2,5.0,6.0,18.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,3/11/2015,17:24:00,30,,,,2,,,,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,3/11/2015,18:21:00,30,,,,2,,,,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,3/11/2015,19:47:00,30,,,,2,,,,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,4/11/2015,9:00:00,30,15.0,30.0,11.0,2,14.0,5.0,17.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,4/11/2015,10:26:00,30,13.0,21.0,13.0,2,0.0,0.0,14.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,4/11/2015,11:53:00,30,17.0,38.0,9.0,2,12.0,27.0,34.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,4/11/2015,13:00:00,30,0.0,26.0,38.0,2,35.0,16.0,2.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,4/11/2015,14:39:00,30,,,,2,,,,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,4/11/2015,15:40:00,30,12.0,39.0,15.0,2,6.0,18.0,2.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,4/11/2015,16:26:00,30,10.0,30.0,19.0,2,20.0,25.0,27.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,4/11/2015,17:10:00,30,5.0,31.0,21.0,2,14.0,8.0,29.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,4/11/2015,18:00:00,30,10.0,38.0,7.0,2,8.0,6.0,30.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,4/11/2015,18:53:00,30,,,,2,,,,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,4/11/2015,20:14:00,30,0.0,30.0,0.0,2,0.0,7.0,1.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,5/11/2015,9:00:00,30,4.0,14.0,9.0,2,0.0,4.0,20.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,5/11/2015,9:50:00,30,15.0,31.0,13.0,2,5.0,14.0,22.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,5/11/2015,11:18:00,30,,,,2,,,,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,5/11/2015,12:23:00,30,,,,2,,,,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,5/11/2015,13:10:00,30,0.0,26.0,10.0,2,0.0,14.0,5.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,5/11/2015,14:40:00,30,16.0,43.0,19.0,2,25.0,23.0,20.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,5/11/2015,16:20:00,30,0.0,29.0,5.0,2,0.0,1.0,18.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,5/11/2015,17:35:00,30,15.0,18.0,4.0,2,3.0,5.0,15.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,5/11/2015,19:04:00,30,10.0,16.0,8.0,2,15.0,14.0,23.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,5/11/2015,19:59:00,30,12.0,15.0,10.0,2,0.0,10.0,21.0,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,6/11/2015,9:00:00,30,,,,2,,,,ACU emotions in daily life
9c6a7966-d033-4574-8e33-2f4fa9e2486d,6/11/2015,11:24:00,30,14.0,23.0,0.0,2,5.0,7.0,32.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,17/08/2015,12:26:00,20,0.0,20.0,0.0,2,0.0,0.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,17/08/2015,13:30:00,20,26.0,28.0,17.0,2,18.0,0.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,17/08/2015,14:23:00,20,0.0,15.0,0.0,2,14.0,1.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,17/08/2015,15:23:00,20,0.0,1.0,0.0,2,0.0,0.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,17/08/2015,16:38:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,17/08/2015,17:39:00,20,41.0,13.0,0.0,2,12.0,35.0,100.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,17/08/2015,19:19:00,20,0.0,40.0,23.0,2,28.0,75.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,17/08/2015,20:30:00,20,29.0,0.0,17.0,2,0.0,11.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,18/08/2015,9:00:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,18/08/2015,10:39:00,20,17.0,13.0,7.0,2,16.0,7.0,7.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,18/08/2015,11:32:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,18/08/2015,13:10:00,20,0.0,0.0,0.0,2,1.0,0.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,18/08/2015,14:06:00,20,0.0,0.0,0.0,2,0.0,0.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,18/08/2015,15:02:00,20,0.0,69.0,4.0,2,0.0,0.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,18/08/2015,16:23:00,20,0.0,0.0,0.0,2,0.0,0.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,18/08/2015,17:20:00,20,0.0,0.0,0.0,2,0.0,0.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,18/08/2015,18:22:00,20,0.0,12.0,0.0,2,0.0,19.0,1.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,18/08/2015,19:10:00,20,0.0,7.0,7.0,2,63.0,0.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,18/08/2015,20:12:00,20,0.0,28.0,36.0,2,0.0,0.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,18/08/2015,21:00:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,19/08/2015,9:00:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,19/08/2015,9:57:00,20,0.0,0.0,0.0,2,5.0,0.0,9.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,19/08/2015,11:03:00,20,0.0,50.0,0.0,2,56.0,15.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,19/08/2015,12:43:00,20,0.0,0.0,0.0,2,0.0,0.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,19/08/2015,14:09:00,20,39.0,0.0,62.0,2,0.0,0.0,4.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,19/08/2015,15:26:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,19/08/2015,16:25:00,20,23.0,0.0,0.0,2,14.0,71.0,14.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,19/08/2015,17:37:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,19/08/2015,18:27:00,20,100.0,100.0,98.0,2,100.0,0.0,100.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,19/08/2015,19:39:00,20,21.0,64.0,22.0,2,57.0,29.0,11.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,19/08/2015,20:57:00,20,21.0,26.0,19.0,2,22.0,0.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,20/08/2015,9:00:00,20,2.0,24.0,0.0,2,11.0,5.0,7.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,20/08/2015,9:56:00,20,13.0,71.0,13.0,2,17.0,14.0,10.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,20/08/2015,10:40:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,20/08/2015,11:52:00,20,40.0,7.0,32.0,2,3.0,0.0,9.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,20/08/2015,12:45:00,20,28.0,21.0,22.0,2,0.0,10.0,5.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,20/08/2015,13:31:00,20,12.0,8.0,0.0,2,16.0,3.0,9.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,20/08/2015,14:47:00,20,11.0,18.0,26.0,2,16.0,9.0,23.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,20/08/2015,16:10:00,20,3.0,0.0,17.0,2,4.0,22.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,20/08/2015,17:47:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,20/08/2015,18:49:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,20/08/2015,19:59:00,20,22.0,90.0,32.0,2,25.0,14.0,7.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,21/08/2015,9:00:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,21/08/2015,10:06:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,21/08/2015,11:25:00,20,7.0,39.0,5.0,2,2.0,1.0,23.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,21/08/2015,12:49:00,20,0.0,26.0,17.0,2,7.0,8.0,5.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,21/08/2015,14:02:00,20,9.0,17.0,6.0,2,16.0,4.0,10.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,21/08/2015,15:42:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,21/08/2015,16:43:00,20,16.0,20.0,17.0,2,32.0,9.0,16.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,21/08/2015,17:58:00,20,38.0,21.0,26.0,2,9.0,32.0,8.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,21/08/2015,19:10:00,20,2.0,16.0,7.0,2,0.0,8.0,68.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,21/08/2015,20:24:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,22/08/2015,9:00:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,22/08/2015,9:46:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,22/08/2015,10:32:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,22/08/2015,11:16:00,20,15.0,18.0,13.0,2,10.0,69.0,11.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,22/08/2015,12:28:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,22/08/2015,13:48:00,20,37.0,79.0,18.0,2,26.0,1.0,11.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,22/08/2015,14:49:00,20,0.0,63.0,31.0,2,32.0,16.0,18.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,22/08/2015,16:16:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,22/08/2015,17:22:00,20,34.0,66.0,50.0,2,3.0,25.0,0.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,22/08/2015,19:00:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,22/08/2015,19:56:00,20,12.0,24.0,3.0,2,5.0,20.0,22.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,23/08/2015,9:00:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,23/08/2015,10:00:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,23/08/2015,10:49:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,23/08/2015,11:38:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,23/08/2015,13:14:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,23/08/2015,13:56:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,23/08/2015,15:13:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,23/08/2015,16:29:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,23/08/2015,17:13:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,23/08/2015,18:03:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,23/08/2015,19:13:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,23/08/2015,20:37:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,24/08/2015,9:00:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,24/08/2015,9:58:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,24/08/2015,10:59:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,24/08/2015,12:40:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,24/08/2015,13:25:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,24/08/2015,14:13:00,20,0.0,71.0,55.0,2,21.0,20.0,26.0,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,24/08/2015,15:51:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,24/08/2015,16:59:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,24/08/2015,18:13:00,20,,,,2,,,,ACU emotions in daily life
0c91268a-ff10-4348-8033-36ed7890b5ec,24/08/2015,18:55:00,20,,,,2,,,,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,25/08/2015,15:25:00,23,18.0,54.0,39.0,2,22.0,57.0,34.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,25/08/2015,16:35:00,23,23.0,29.0,23.0,2,0.0,51.0,27.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,25/08/2015,17:37:00,23,19.0,27.0,22.0,2,8.0,21.0,23.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,25/08/2015,18:52:00,23,35.0,45.0,44.0,2,45.0,48.0,60.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,25/08/2015,20:01:00,23,38.0,56.0,38.0,2,41.0,39.0,43.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,26/08/2015,9:00:00,23,25.0,56.0,25.0,2,6.0,31.0,45.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,26/08/2015,9:45:00,23,17.0,46.0,20.0,2,23.0,14.0,44.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,26/08/2015,10:59:00,23,0.0,20.0,0.0,2,26.0,18.0,53.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,26/08/2015,12:22:00,23,42.0,31.0,29.0,2,37.0,36.0,28.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,26/08/2015,13:31:00,23,0.0,68.0,14.0,2,0.0,24.0,0.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,26/08/2015,14:56:00,23,0.0,8.0,0.0,2,0.0,0.0,12.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,26/08/2015,16:28:00,23,19.0,8.0,14.0,2,17.0,5.0,17.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,26/08/2015,17:57:00,23,,,,2,,,,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,26/08/2015,19:23:00,23,17.0,61.0,18.0,2,13.0,4.0,0.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,26/08/2015,20:40:00,23,28.0,12.0,6.0,2,25.0,17.0,17.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,27/08/2015,9:00:00,23,17.0,27.0,20.0,2,25.0,17.0,22.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,27/08/2015,9:42:00,23,23.0,21.0,23.0,2,25.0,23.0,26.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,27/08/2015,10:56:00,23,5.0,0.0,11.0,2,25.0,9.0,70.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,27/08/2015,11:59:00,23,9.0,37.0,20.0,2,28.0,25.0,27.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,27/08/2015,13:11:00,23,,,,2,,,,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,27/08/2015,14:10:00,23,20.0,55.0,34.0,2,32.0,35.0,24.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,27/08/2015,14:57:00,23,25.0,60.0,48.0,2,23.0,42.0,63.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,27/08/2015,15:46:00,23,0.0,55.0,0.0,2,0.0,25.0,64.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,27/08/2015,17:08:00,23,15.0,67.0,25.0,2,18.0,30.0,26.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,27/08/2015,18:16:00,23,25.0,54.0,27.0,2,27.0,19.0,0.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,27/08/2015,19:07:00,23,25.0,58.0,2.0,2,10.0,19.0,61.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,27/08/2015,20:35:00,23,,,,2,,,,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,28/08/2015,9:00:00,23,44.0,62.0,42.0,2,37.0,47.0,29.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,28/08/2015,10:14:00,23,,,,2,,,,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,28/08/2015,10:57:00,23,44.0,55.0,55.0,2,15.0,39.0,25.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,28/08/2015,11:54:00,23,47.0,70.0,12.0,2,42.0,36.0,24.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,28/08/2015,12:53:00,23,26.0,67.0,28.0,2,69.0,50.0,72.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,28/08/2015,14:20:00,23,35.0,38.0,38.0,2,39.0,20.0,35.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,28/08/2015,15:53:00,23,29.0,63.0,37.0,2,35.0,34.0,41.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,28/08/2015,16:53:00,23,42.0,36.0,34.0,2,32.0,42.0,47.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,28/08/2015,17:47:00,23,0.0,42.0,38.0,2,45.0,42.0,39.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,28/08/2015,19:14:00,23,42.0,47.0,44.0,2,39.0,45.0,24.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,28/08/2015,20:50:00,23,,,,2,,,,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,29/08/2015,9:00:00,23,2.0,40.0,4.0,2,0.0,26.0,24.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,29/08/2015,10:07:00,23,0.0,49.0,0.0,2,0.0,0.0,16.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,29/08/2015,10:52:00,23,4.0,58.0,24.0,2,0.0,0.0,100.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,29/08/2015,12:15:00,23,10.0,60.0,25.0,2,62.0,39.0,100.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,29/08/2015,13:41:00,23,0.0,60.0,0.0,2,8.0,0.0,77.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,29/08/2015,15:10:00,23,45.0,60.0,33.0,2,41.0,34.0,0.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,29/08/2015,16:34:00,23,,,,2,,,,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,29/08/2015,18:10:00,23,0.0,56.0,41.0,2,30.0,30.0,37.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,29/08/2015,19:18:00,23,25.0,54.0,42.0,2,41.0,41.0,63.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,29/08/2015,20:05:00,23,31.0,36.0,35.0,2,29.0,36.0,70.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,30/08/2015,9:00:00,23,,,,2,,,,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,30/08/2015,10:03:00,23,8.0,64.0,22.0,2,62.0,0.0,36.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,30/08/2015,11:35:00,23,21.0,47.0,41.0,2,22.0,10.0,96.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,30/08/2015,12:35:00,23,0.0,63.0,0.0,2,19.0,27.0,72.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,30/08/2015,13:27:00,23,68.0,59.0,66.0,2,67.0,59.0,35.0,ACU emotions in daily life
ea5f6be0-a633-4200-881e-692847f33865,30/08/2015,14:11:00,23,47.0,57.0,58.0,2,54.0,47.0,23.0,ACU emotions in daily life
